,code,logo,ko_name,description,sector,industry,country_code,market,phone,website
233,000325.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000325.png,노루홀딩스우,,,,KR,kospi,82 3 1467 6114,https://www.norooholdings.com
234,006280.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/006280.png,녹십자,"녹십자는 1969년 설립된 기업으로 혈액제제, 백신 연구개발·판매 등 의약품 제조·판매업을 영위하고 있다. 주요 종속기업은 GC MOGAM INC, 농업회사법인 인백팜 등이 있다. 주요 매출은 핼액 제제류 판매에서 발생하고 있으며, 일반 제제, 백신 제제 판매가 뒤를 잇고 있다. 중국과 일본에서 헌터증후군치료제의 허가를 획득하였고, 혈우병치료제가 중국 국가약품감독관리국에 품목허가를 획득하며 해외시장에서 입지를 굳히고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 3 1260 9300,https://www.globalgreencross.com
235,005250.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/005250.png,녹십자홀딩스,"녹십자홀딩스는 1967년 설립된 기업으로 녹십자 그룹의 지주회사이다. 주요 종속기업은 녹십자이엠, 에이블애널리틱스, GC LABTECH INC 등이 있다. 주요 매출은 의약품 제조 및 판매 부문에서 발생하고 있으며 검체 등 진단 분석 부문이 뒤를 잇고 있다. 국내특허권 10건, 해외특허권 43건을 보유하고 있으며, 경쟁력 강화를 위해 매년 특허를 출원하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 3 1260 9300,https://www.greencross.com
236,005257.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/005257.png,녹십자홀딩스2우,,,,KR,kospi,82 3 1260 9300,https://www.greencross.com
237,004370.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/004370.png,농심,"농심은 1965년 설립된 기업으로 라면, 스낵, 음료 생산·판매업을 영위하고 있다. 주요 매출은 라면류 판매에서 발생하고 있으며 스낵, 음료 판매가 뒤를 잇고 있다. 라면과 스낵 시장점유율 최상위를 유지하고있으며, 프리미엄 신제품을 지속적으로 출시하고 있다.",음식료/식자재,식품,KR,kospi,82 2 820 7114,https://www.nongshim.com
238,072710.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/072710.png,농심홀딩스,"농심홀딩스는 2003년 7월 1일에 (주)농심을 인적분할하여 설립되었으며, 지주회사업 외 별도의 독립적인 사업활동을 영위하지 않고 있는 순수지주회사이다. 주요 종속기업은 태경농산(주), 농심개발(주), 농심엔지니어링(주)가 있다. 주요 매출은 제조, 엔지니어링, 지주회사투자 부문에서 발생하고 있다. 당사는 자회사들의 책임경영체제 확립, 경영효율성 제고 및 투명경영실현을 통하여 그룹 전체의 수익성을 향상시키고 있다.",기타,지주회사/복합기업,KR,kospi,82 2 820 7820,https://www.nongshimholdings.co.kr
239,058730.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/058730.png,다스코,"다스코는 도로안전시설물 제조 및 설치업과 건축 슬라브시공용 데크PL 제조 및 설치업을 주된 사업으로 영위하고 있다. 주요 종속기업은 쏠에코㈜, 스틸코㈜, 다스코개발㈜ 외 11개의 기업이 있다. 주요 매출은 WBM부문, 건축자재사업부문, SOC사업 부문에서 발생하고 있다. 당사의 이지데크제품 활용으로 상부노출부위에서의 적용이 이들 수요기업의 요구를 충족시킬 수 있어 건축물 품질확보와 함께 공기절감 및 원가절감에 효과가 있는 것으로 판단되고 그 수요 또한 점차 늘어나고 있다.",건설/인프라,건축자재,KR,kospi,82 6 1370 2114,https://dasco.kr
240,030210.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/030210.png,다올투자증권,"다올투자증권은 1981년에 설립된 기업으로 2022년 3월에 상호변경하였으며 금융투자업, 집합투자업, 벤처투자업 등의 사업을 영위하고 있다. 주요 종속기업은 KTB네트워크, KTB자산운용, (주)유진저축은행 등과 다수의 해외현지법인을 보유하고 있다. 주요 매출은 유가증권평가 및 처분이익이며 수수료 수익이 뒤를 잇고 있다. 자회사인 KTB네트워크 중국, 미국을 중심으로 투자처 확대에 주력하고 있으며, 간편결제 플랫폼, 마이데이터 등의 제휴를 통한 금융서비스 확대를 추진하고 있다.",금융,증권,KR,kospi,82 2 2184 2000,https://www.daolsecurities.com
241,023590.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/023590.png,다우기술,"다우기술은 1986년 1월 설립된 기업으로 소프트웨어와 시스템관련 솔루션의 개발 및 판매, 인터넷 관련 서비스 등을 제공하는 IT서비스업을 영위하고 있다. 주요 종속기업은 키움증권을 포함하여 총 15개의 종속사가 있다. 주요 매출은 인터넷 서비스부문에서 발생하고 있다. ""뿌리오""와 ""사방넷"" 서비스를 제공하고 있으며, 그룹웨어 ""다우오피스""와 ""다우IDC"" 등의 업무용 인프라를 제공하고 있다.",IT/ICT,IT서비스,KR,kospi,82 70 8707 1000,https://www.daou.com
242,145210.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/145210.png,다이나믹디자인,"다이나믹디자인은 타이어 금형, 타이어 금형 관련 주요 자재(3D 신터링 사이프 등)의 사업 부문을 주요 사업으로 운영하고 있는 기업이다. 주요 종속기업은 국내의 주식회사 다이나믹벤처스, 루마니아의 DYNAMIC DESIGN EUROPE RO S.R.L.가 있다. 주요 매출은 타이어금형 제품 및 상품 판매에서 발생하고 있다. 당사는 한국의 글로벌 생산 본부를 포함하여 중국, 루마니아, 슬로바키아, 멕시코 및 러시아 등에 제 생산 시설을 운영하며 글로벌 Top tier 타이어 제조사들의 니즈를 충적 시키는 전략을 실행하고 있다.",자동차,자동차부품,KR,kospi,82 6 2944 6161,https://www.saehwaimc.com
243,019680.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/019680.png,대교,"대교는 1986년 설립된 교육서비스 및 출판업을 영위하고 있다. 주요 종속기업은 대교에듀캠프, 대교CSA 등이 있다. 주요 매출은 교육서비스 부문에서 발생하고 있다. 신규 성장 동력 확보를 위해 시니어 토털 케어 서비스 대교 뉴이프 론칭하며 사업다각화를 진행하고 있다.",미디어,교육서비스,KR,kospi,82 8 0222 0909,https://www.daekyo.com
244,019685.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/019685.png,대교우B,,,,KR,kospi,82 8 0222 0909,https://www.daekyo.com
245,006370.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/006370.png,대구백화점,"대구백화점은 1969년 설립된 기업을 백화점 운영업을 영위하고 있다. 주요 종속기업은 대백아울렛이 있다. 주요 매출은 의류 판매에서 발생하고 있으며 임대료 수익이 뒤를 잇고 있다. 고령화에 맞춘 시니어 TF팀을 구성하고, 시니터 오픈매장을 개설하며 시니어 컨텐츠 개발과 매장 MD 변화를 모색하고 있다.",소매,백화점/일반상점,KR,kospi,82 5 3423 1234,https://www.debec.co.kr
246,008060.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/008060.png,대덕,"대덕은 1972년 설립된 기업으로 반도체 모듈 및 PCB 제조·판매업을 영위하고 있다. 주요 종속기업은 엔알랩이 있다. 주요 매출은 PBC 사업 부문에서 발생하고 있으며 RF 사업이 뒤를 잇고 있다. 자회사 와이솔은 5G용 SAW 제품 및 RF 모듈 부품을 양산 중이며, 차량 전장용 부품 시장에도 성공적으로 진입하였다.",기타,지주회사/복합기업,KR,kospi,82 3 1599 8800,https://www.daeduck.com
247,00806K.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/00806K.png,대덕1우,,,,KR,kospi,82 3 1599 8800,https://www.daeduck.com
248,353200.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/353200.png,대덕전자,"대덕전자는 2020년 5월 (주)대덕이 인적분할되어 설립되었으며, 인쇄회로기판제조 및 판매사업을 주 사업으로 영위하고 있다. 주요 매출은 인쇄회로기판 제조 및 판매를 통해 발생하고 있다. 메모리/비메모리 반도체 및 AI, 5G Network 성장과 전기차 시장 성장에 따른 전장부품 확대 등으로 인쇄회로기판 판매증가로 인한 매출 성장가능성을 높이고 있다.",하드웨어/IT장비,전자장비/기기,KR,kospi,82 31 8040 8000,https://www.daeduck.com
249,35320K.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/35320K.png,대덕전자1우,,,,KR,kospi,82 31 8040 8000,https://www.daeduck.com
250,000490.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000490.png,대동,"대동은 1947년 대동공업사로 설립하여 농업용기계를 생산·판매 하는 사업을 영위하고 있다. 주요 종속기업은 주물제조업을 영위하고 있는 대동금속, 유압기기를 제조하는 하이드로텍, 기타 부동산 개발 및 공급을 하는 제주대동 등이 있다. 주요 매출은 트렉터 등 농기계 생산 판매 부문이며 실린더헤드 등 부품 생산이 뒤를 잇고 있다. 미국과 캐나다 등 북미 지역에서 중소형 트렉터 시장의 수요를 집중 공략하고 있으며, 자율주행, 스마트팜 등 기술개발을 통한 신사업 확장 전략을 수행하고 있다.",건설/인프라,기계,KR,kospi,82 5 3610 3000,https://ko.daedong.co.kr
251,008110.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/008110.png,대동전자,"대동전자는 1972년 설립된 기업으로 전자제품 내외장 플라스틱 제품 제조·판매업을 영위하고 있다. 주요 종속기업은 DAIDONG ELECTRONICS THAILAND CO LTD, PT DAIDONG INDONESIA 등이 있다. 주요 매출은 금형 사업 부문에서 발생하고 있으며 용역, 상품 매출이 뒤를 잇고 있다. 당사는 제품의 외장제 초기 단계에서부터 최종조립까지 일괄생산이 가능한 시스템을 갖추고 있다.",하드웨어/IT장비,전자장비/기기,KR,kospi,82 2 855 5121,https://www.daidong.com
252,005750.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/005750.png,대림B&Co,"대림B&Co는 1968년 설립된 기업으로 위생도기 및 기타 욕실 건자재 제조·판매업을 영위하고 있다. 주요 종속기업은 아도바이오가 있다. 주요 매출은 위생도기 사업 부문에서 발생하고 있으며 욕실자재 및 인테리어 부문이 뒤를 잇고 있다. DAELIMBATH, 곰표 등의 브랜드를 바탕으로 욕실인테리어 대리점인 바스플랜을 운영하며 시장점유율을 확대하고 있다.",건설/인프라,건축제품,KR,kospi,82 2 3429 1470,https://www.daelimbath.com
253,006570.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/006570.png,대림통상,"대림통상은 1970년 설립된 기업으로 샤워부스, 감지기, 비데 등 건자재 제조·판매업을 영위하고 있다. 주요 종속기업은 광동대림건재오금, 리빙스타, 디앤디파트너스 등이 있다. 주요 매출은 건자재 사업 부문에서 발생하고 있으며 양식기, 주방용품 판매 등이 뒤를 잇고 있다. 품질경쟁력우수기업에 22년 이상 선정되었으며, 세계 3대 디자인어워드에서 수상하는 등 뛰어난 품질 및 디자인을 인정받고 있다.",건설/인프라,건축제품,KR,kospi,82 2 730 9811,https://www.dlt.co.kr
254,001680.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001680.png,대상,"대상은 1956년 설립된 기업으로 조미료 및 식품처가물 제조업을 영위하고 있다. 주요 종속기업은 대상에프앤비, 정풍, 대상델리하임 등이 있다. 주요 매출은 장, 조미료, MSG, 물엿 등 식품첨가물 판매에서 발생하고 있으며, 전분 등 소재류 판매가 뒤를 잇고 있다. 온라인 채널 중심으로 B2C시장을 공략하고 있으며, HMR 신제품 연구·개발을 통한 기업 성장전략을 구사하고 있다.",음식료/식자재,식품,KR,kospi,82 2 2220 9500,https://www.daesang.com
255,001685.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001685.png,대상우,,,,KR,kospi,82 2 2220 9500,https://www.daesang.com
256,084690.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/084690.png,대상홀딩스,"대상홀딩스는 2005년 8월 설립된 기업으로 지주 사업을 영위하고 있다. 주요 종속기업은 대상정보기술(주), 대상건설(주), 대상(주) 등과 다수의 종속사를 보유하고 있다. 주요 매출은 종속사를 통한 식품 사업 부문에서 발생하고 있다. 당사는 자회사의 자금 및 업무를 지원하거나 자금을 조달 사업 및 자회사의 경영자문 등의 컨설팅 사업에 주력하고 또한 자회사의 사업 영역에 관련된 연구 및 기술개발과 경영정보의 제공, 경영상담업 등에 주력하고 있다.",기타,지주회사/복합기업,KR,kospi,82 2 2211 6553,https://www.daesang.co.kr
257,084695.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/084695.png,대상홀딩스우,,,,KR,kospi,82 2 2211 6553,https://www.daesang.co.kr
258,128820.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/128820.png,대성산업,"대성산업은 대성산업공사를 모태로 설립되어 석유가스사업, 전력발전사업, 에너지사업, 기계사업, 유통사업, 해외자원개발사업 등을 영위하고 있는 기업이다. 주요 종속기업은 전기가스업을 영위하고 있는 디에스파워(주)가 있다. 주요 매출은 석유가스부문, 전력발전부문에서 발생하고 있다. 당사는 콘덴싱 기술력, 유럽 안전규격인 CE마크 및 미국성능안전규격인 ETL마크를 기반으로 중국, 유럽, 미국, 러시아 등에 진출하여 해외시장을 확대하고 있다.",에너지,석유/석유화학,KR,kospi,82 2 2170 2100,https://www.daesung.co.kr
259,117580.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/117580.png,대성에너지,"대성에너지는 2009년 10월 설립된 기업으로 도시가스 제조 및 공급업을 영위하고 있다. 주요 매출은 도시가스 공급을 통해 발생하고 있다. 한국가스공사로부터 천연가스를 공급받아 취사용, 난방용, 냉난방공조용, 영업용 및 산업용 도시가스를 공급하고 시내버스 등의 연료공급을 위한 천연가스 충전소를 12개소 운영하고 있으며, 대구광역시 죽곡지구에 열과 전기를 공급하는 열병합발전소를 운영하고 있다.",에너지,가스,KR,kospi,82 5 3606 1000,https://www.daesungenergy.com
260,016710.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/016710.png,대성홀딩스,"대성홀딩스는 1983년 설립된 기업으로 대성 그룹의 지주회사이다. 주요 종속기업은 대성글로벌네트웍, 대성에너지, 대성이앤씨 등이 있다. 주요 매출은 경영관리 용역에서 발생하고 있으며 IT 사업 부문이 뒤를 잇고 있다. IT 사업 부문은 상대적으로 높은 사업안정성과 우수한 재무안정성을 유지하고 있다.",기타,지주회사/복합기업,KR,kospi,82 5 3606 1300,https://www.daesung-holdings.com
261,003540.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003540.png,대신증권,"대신증권은 1962년 설립된 기업으로 금융투자업을 영위하고 있다. 주요 종속기업은 대신자산운용, 대신경제연구소, 대신저축연구소 등이 있다. 주요 매출은 유가증권 평가 및 처분이익에서 발생하고 있으며 수수료 수익, 이자 수익이 뒤를 잇고 있다. 자산관리 컨설팅 강화, 해외업무 확대, 부동산 및 PF 구조화증권 관련 IB 업무 등을 강화하고 있다.",금융,증권,KR,kospi,82 2 769 2117,https://www.daishin.com
262,003547.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003547.png,대신증권2우B,,,,KR,kospi,82 2 769 2117,https://www.daishin.com
263,003545.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003545.png,대신증권우,,,,KR,kospi,82 2 769 2117,https://www.daishin.com
264,009190.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/009190.png,대양금속,대양금속은 1973년 설립된 기업으로 스테인리스 냉연강판 제조·판매업을 영위하고 있다. 주요 매출은 스테인리스 냉연강판 판매에서 발생하고 있다. 수요자의 요구에 맞춘 주문·생산과 다품종 주문자의 맞춤형 제품 생산을 병행하며 시장에서 경쟁력을 확보하고 있다.,소재,철강,KR,kospi,82 4 1333 4675,https://www.daiyangmetal.com
265,014160.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/014160.png,대영포장,"대영포장은 1979년 설립된 기업으로 골판지 및 골판지 상자 제조·판매업을 영위하고 있다. 주요 매출은 골판지 상자 판매에서 발생하고 있으며 원단 판매가 뒤를 잇고 있다. 골판지 생산 수직계열화를 실현하였으며, 지속적으로 안정적인 매출을 기록하고 있다.",소재,포장재,KR,kospi,82 3 1490 9300,https://www.dygroup.co.kr
266,047040.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/047040.png,대우건설,"대우건설은 2000년 12월 (주)대우의 건설부문이 인적분할되어 신설립된 기업으로 토목사업, 주택건축사업, 플랜트사업, 투자개발업, 해외개발사업 등을 영위하고 있다. 주요 종속기업은 ㈜대우에스티, 대우송도호텔㈜, 한국인프라관리㈜, 세중이엔씨 등이 있다. 주요 매출은 주택공사로 발생하고 있다. ""푸르지오"", ""프로지오 써밋"" 브랜드를 보유하고 있으며 ""라이프 프리미엄"" 주거 서비스 시행, 푸르지오 스마트홈앱 제공 등의 고객 서비스로 적극적인 커뮤니케이션을 통한 고객 만족도 향상에 주력하고 있다.",건설/인프라,건설,KR,kospi,82 2 2288 3114,https://www.daewooenc.com
267,009320.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/009320.png,대우부품,"대우부품은 1973년 설립된 기업으로 자동차 전장품, 전해콘데서 생산·판매업을 영위하고 있다. 주요 종속기업은 PARTSNIC UK COLTD 등이 있다. 주요 매출은 자동차 전장품 판매에서 발생하고 있으며 콘덴서 판매가 뒤를 잇고 있다. 신기술 도입을 위한 투자비율을 더욱 높이고 있으며, 제품의 해외 판로를 개척하기 위해 노력하고 있다.",자동차,자동차부품,KR,kospi,82 6 3530 8114,https://www.dwecc.com
268,042660.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/042660.png,대우조선해양,"대우조선해양은 2000년 10월 대우중공업(주)로부터 분할되어 신설된 기업으로 각종 선박과 해양제품, 특수선을 건조하는 종합조선해양 전문업을 영위하고 있다. 주요 종속기업은 대우조선해양(산동)유한공사를 보유하고 있다. 주요 매출은 선박 부문에서 발생하고 있다. 고부가가치 선박 수주에 집중, 친환경 선박의 비중 확대와 신재생 에너지 관련 제품, 특히 해상풍력 관련 제품 시장 선점에 자원을 주력하고 있다.",건설/인프라,조선,KR,kospi,82 5 5735 2114,https://www.dsme.co.kr
269,003090.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003090.png,대웅,"대웅은 1945년 설립된 기업으로 의약품 제조, 지주회사, 부동산 임대업을 영위하고 있다. 주요 종속기업은 대웅제약, 대웅개발, 대웅바이오, 팜팩, 힐리언스 등이 있다. 주요 매출은 의약품 제조·판매에서 발생하고 있다. 종속기업의 우루사, 임팩타민, 올메텍, 가스모틴 등 베스트 셀러 상품 보유로 안정적인 영업수익이 보장되고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 2190 6969,https://www.daewoongholdings.com
270,069620.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/069620.png,대웅제약,"대웅제약은 의약품 생산 및 판매를 주요 사업으로 영위하고 있는 기업이다. 주요 종속기업은 의약품 판매업을 영위하고 있는 한올바이오파마㈜가 있다. 주요 매출은 우루사, 임팩타민 등의 제품과 크레스토, 세비카 등의 상품 판매에서 발생하고 있다. 당사는 글로벌 블록버스터 신약 개발 임상및 다국가 허가 개발 가속화와 함께 오픈 콜라보레이션 기반의 전략적 제휴, 투자 유치, 라이센싱 아웃 등 다양한 전략적 파트너십을 지속적으로 추진해 나가고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 550 8209,https://www.daewoong.com
271,000430.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000430.png,대원강업,"대원강업은 1946년 설립된 국내 유일의 종합스프링 제조 기업으로 자동차 부품 제조·판매를 영위하고 있다. 주요 계열사는 삼원강재, 대원제강 등 12개 회사가 있으며 미국, 중국, 인도, 폴란드, 러시아, 맥시코에 현지법인을 설립하였다. 주요 매출은 차량용 스프링 제조·판매에서 발생하고 있으며, 차량용 시트 제조·판매가 뒤를 잇고 있다. 글로벌 최상위 기술력을 바탕으로 우수한 품질을 인정받아 현대·기아자동차, GM, 폭스바겐, BMW, 크라이슬러 등 완성차 업체에 제품을 공급하고 있다.",자동차,자동차부품,KR,kospi,82 4 1520 7500,https://www.dwku.com
272,006340.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/006340.png,대원전선,"대원전선은 1964년 설립된 기업으로 전력 및 통신케이블 등 각종 전선 제조·판매업을 영위하고 있다. 주요 종속기업은 대명전선, 위해금원전선, 대원에프엠아이 등이 있다. 주요 매출은 전선 판매에서 발생하고 있다. 자동차 전선 라인 신·증설, 기존 설비 보완 등 시설투자를 통해 사업의 경쟁력을 강화하고 있다.",건설/인프라,전기장비,KR,kospi,82 4 1339 3400,https://www.daewoncable.co.kr
273,006345.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/006345.png,대원전선우,,,,KR,kospi,82 4 1339 3400,https://www.daewoncable.co.kr
274,003220.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003220.png,대원제약,"대원제약은 1961년 설립된 기업으로 의약품 제조·판매업을 영위하고 있다. 주요 종속기업은 대원메디테크, 극동에이치팜, 딜라이트 등이 있다. 주요 매출은 질환 치료제 판매에서 발생하고 있다. 고혈압, 당뇨 등 고령화 및 만성 질환 제품과 먹는 COVID-19 치료제를 연구·개발하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 2204 7000,https://www.daewonpharm.com
275,024890.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/024890.png,대원화성,"대원화성은 1974년 5월 설립된 기업으로 합성피혁, 벽지 및 정제 사업을 영위하고 있다. 주요 종속기업은 중국, 베트남 등에 해외기업이 있다. 주요 매출은 합성피혁 판매를 통해 발생하고 있다. 차별화된 고가의 실크 소재의 벽지와 특수소재의 벽지 등의 신제품 개발에 주력하고 있다.",생활용품/잡화,의류/패션잡화,KR,kospi,82 2 2141 3531,https://www.daewon21.co.kr
276,002880.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/002880.png,대유에이텍,"대유에이텍은 1960년에 설립된 기업으로 자동차 시트 제조업을 영위하고 있다. 주요 종속기업은 대유합금, 딤채홀딩스, 스마트홀딩스 등이 있다. 주요 매출은 자동차 시트 제조·판매 부문에서 발생하고 있다. 동사의 시트는 스포티지, 쏘울, 셀토스 등에 적용되며 본 차종을 생산하는 기아 광주 사업장에 독점 공급하고 있다.",자동차,자동차부품,KR,kospi,82 6 2942 8611,https://www.dayouat.co.kr
277,000300.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000300.png,대유플러스,"대유플러스는 1945년 설립된 기업으로 유무선 통신장비, 차량용 스티어링 휠 제조 및 판매업을 영위하고 있다. 종속사는 국내 상장사 대유에이피, 대유에이텍를 비롯해 비상장사 15개, 해외법인 33개 등이 있으며 정보통신, 가전사업, 자동차부품사업을 영위하고 있다. 주요 매출은 자동차 휠 부문에서 발생하고 있으며, 가전사업과 정보통신 부문이 뒤를 잇고 있다. 더욱 폭넓은 사업 다각화를 위해 신재생에너지, 나노 소재, 태양광 기술 등 신사업 분야에 진출하고 있다.",자동차,자동차부품,KR,kospi,82 3 1737 7000,https://www.dayouplus.co.kr
278,012800.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/012800.png,대창,"대창은 1974년 설립된 기업으로 동 가공, 압연 제조·판매업을 영위하고 있다. 주요 종속기업은 대창서원동합금무역, 태우, 아이엔스틸인더스트리 등이 있다. 주요 매출은 황동봉 판매에서 발생하고 있다. 국내 신동 시장에서 과점체제를 이루고 있어 비교적 안정적인 매출을 유지하고 있다.",소재,비철금속,KR,kospi,82 3 1496 3000,https://www.brasone.co.kr
279,015230.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/015230.png,대창단조,"대창단조는 1955년 설립된 기업으로 중장비 부품 제조·판매, 중장비 OEM 사업을 영위하고 있다. 주요 종속기업은 나전금속, 봉림금속, TREKINC 등이 있다. 주요 매출은 링크슈아세이 등의 중장비 부품 판매에서 발생하고 있다. 당사의 제품을 현대건설기계, 볼보그룹코리아, 두사인프라코어, Caterpillar, Komatsu 등 대기업에 납품하고 있다.",건설/인프라,기계,KR,kospi,82 5 5329 3911,https://www.dcf.co.kr
280,001070.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001070.png,대한방직,"대한방직은 1953년 설립된 기업으로 화섬사, 면사 등 면직물 제조·판매업을 영위하고 있다. 주요 종속기업은 PT. TAIHAN INDONESIA, 대한방직(상해)유한공사와 투자자문업을 영위하고 있는 가비삼합자조합을 보유하고 있다. 주요 매출은 사·포류 제조·판매에서 발생하고 있으며, 임대 사업이 뒤를 잇고 있다. 디지털 설비 투자와 신소재 개발, ESG 경영 실천을 통한 지속적인 성장에 주력하고 있다.",생활용품/잡화,의류/패션잡화,KR,kospi,82 2 368 0114,https://www.thtc.co.kr
281,006650.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/006650.png,대한유화,"대한유화는 1970년 설립된 기업으로 폴리프로필렌, 공업용 가스 제조·판매업을 영위하고 있다. 주요 종속기업은 코리아에어텍이 있다. 주요 매출은 석유화학 사업 부문에서 발생하고 있다. 수직 계열화된 생산시설을 보유하고 있으므로 에틸렌, 프로필렌 시황 변화에 상관없이 안정적으로 원료를 공급받을 수 있다.",소재,화학,KR,kospi,82 2 2122 1515,https://www.kpic.co.kr
282,001440.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001440.png,대한전선,"대한전선은 1955년 설립된 기업으로 전선 소재 판매 및 전기공사업을 영위하고 있다. 주요 종속기업은 대한씨앤에스, 티이씨제이차유한회사를 보유하고 있다. 주요 매출은 나선 및 권선 사업부에서 발생하고 있으며 전력 및 절연선, 통신케이블, 공사 사업이 뒤를 잇고 있다. 500kV 지중 초고압케이블 생산 및 운영 분야에서 기술력을 인정받고 있으며, 해외 현지화 전략을 활용하며 시장 점유율을 높이고 있다.",건설/인프라,전기장비,KR,kospi,82 2 316 9114,https://www.taihan.com
283,084010.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/084010.png,대한제강,"대한제강은 1954년 6월 설립된 기업으로 철스크랩을 원재료로 하여 빌릿을 생산하는 제강사업과 반제품인 빌릿을 원재료로 하여 철근을 생산하는 압연사업을 영위하고 있다. 주요 종속기업은 와이케이스틸(주), 대한네트웍스(주) 등이 있다. 주요 매출은 철근 판매에서 발생하고 있다.
 
당사는 지속가능한 경영환경 구축과 국내외 경쟁력 강화를 위하여 동종사 와이케이스틸의 지분 인수를 통해 철근 시장 지배력이 확대되었으며 원가경쟁력 강화 등 양사 시너지를 극대화하고 있다.",소재,철강,KR,kospi,82 5 1670 3300,https://www.idaehan.com
284,001790.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001790.png,대한제당,"대한제당은 1956년에 설립된 기업으로 설탕, 사료 및 사료첨가물 제조, 농축산물 유통업을 영위하고 있다. 주요 종속기업은 TS개발, 공주개발, TS유업, 대한 FSS 등이 있다. 주요 매출은 식품류 판매에서 발생하고 있으며 축산 유통, 사료 판매가 뒤를 잇고 있다. 네덜란드, 영국 소재 기업과 기술 제휴를 통해 고품질 사료 생산을 노력하고 있다.",음식료/식자재,식품,KR,kospi,82 2 410 6000,https://www.ts.co.kr
285,001795.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001795.png,대한제당우,,,,KR,kospi,82 2 410 6000,https://www.ts.co.kr
286,001130.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001130.png,대한제분,"대한제분은 1952년 설립된 기업으로 곡물 제분, 소맥분 판매 및 사료 도매업을 영위하고 있다. 주요 매출은 곰표 밀가루와 튀김 부침가루 등 소맥분 식품 사업 부문에서 발생하고 있다. 경쟁적인 시장 환경에 대응하기 위해 생산 효율성 제고 및 연구개발을 통해 제품 경쟁력을 확보 하고, 타사와 콜라보 상품 출시하면서 실적 향상을 위한 노력을 지속하고 있다.",음식료/식자재,식품,KR,kospi,82 2 3455 0200,https://www.dhflour.co.kr
